Id,Category,bert,xlnet,roberta
44795,0,19,19,19
44796,0,9,9,9
44797,0,19,19,19
44798,0,20,20,20
44799,0,18,18,18
44800,0,16,16,16
44801,0,16,16,16
44802,0,19,19,19
44803,0,16,16,16
44804,0,5,25,5
44805,0,19,19,19
44806,0,16,16,16
44807,0,16,16,16
44808,0,20,20,20
44809,0,6,13,13
44810,0,8,8,8
44811,0,3,3,3
44812,0,6,6,6
44813,0,12,12,12
44814,0,19,19,19
44815,0,26,26,26
44816,0,8,8,8
44817,0,26,26,26
44818,0,19,19,19
44819,0,25,26,25
44820,0,16,16,16
44821,0,8,8,8
44822,0,19,19,19
44823,0,19,19,19
44824,0,26,26,26
44825,0,11,11,11
44826,0,19,19,19
44827,0,19,19,19
44828,0,19,19,19
44829,0,0,0,0
44830,0,19,19,19
44831,0,11,11,11
44832,0,17,17,17
44833,0,6,6,6
44834,0,19,19,19
44835,0,19,19,19
44836,0,19,19,19
44837,0,16,16,16
44838,0,19,19,3
44839,0,19,19,19
44840,0,11,11,11
44841,0,11,11,11
44842,0,16,16,16
44843,0,2,2,2
44844,0,19,19,19
44845,0,19,19,19
44846,0,19,6,19
44847,0,22,22,6
44848,0,19,19,19
44849,0,19,19,19
44850,0,26,20,20
44851,0,19,19,19
44852,0,19,19,19
44853,0,19,11,19
44854,0,19,19,19
44855,0,19,19,19
44856,0,26,26,26
44857,0,16,16,16
44858,0,6,6,6
44859,0,20,20,20
44860,0,24,7,7
44861,0,6,6,6
44862,0,19,19,19
44863,0,3,3,3
44864,0,19,19,19
44865,0,20,20,20
44866,0,2,2,2
44867,0,26,26,26
44868,0,1,1,1
44869,0,19,19,19
44870,0,19,19,19
44871,0,26,26,26
44872,0,3,3,3
44873,0,16,16,16
44874,0,18,18,18
44875,0,19,19,19
44876,0,19,19,19
44877,0,7,7,7
44878,0,5,5,5
44879,0,19,19,19
44880,0,15,15,21
44881,0,16,16,16
44882,0,15,15,15
44883,0,26,26,26
44884,0,6,3,20
44885,0,14,14,14
44886,0,19,19,19
44887,0,20,20,20
44888,0,11,11,11
44889,0,6,6,6
44890,0,19,19,19
44891,0,19,19,19
44892,0,20,20,20
44893,0,24,24,24
44894,0,16,16,16
44895,0,19,19,19
44896,0,18,18,18
44897,0,26,26,26
44898,0,15,19,15
44899,0,17,17,17
44900,0,26,26,26
44901,0,19,19,19
44902,0,19,19,19
44903,0,19,24,19
44904,0,6,6,6
44905,0,6,6,6
44906,0,26,26,26
44907,0,16,16,16
44908,0,19,19,19
44909,0,26,26,26
44910,0,26,26,26
44911,0,19,19,19
44912,0,19,19,19
44913,0,19,19,19
44914,0,19,19,19
44915,0,20,24,24
44916,0,19,19,19
44917,0,24,24,24
44918,0,19,19,19
44919,0,16,16,16
44920,0,19,11,19
44921,0,8,8,8
44922,0,20,20,20
44923,0,3,3,3
44924,0,24,24,24
44925,0,15,15,15
44926,0,19,19,19
44927,0,24,24,24
44928,0,19,19,19
44929,0,15,15,15
44930,0,11,11,11
44931,0,20,20,20
44932,0,3,3,3
44933,0,7,7,7
44934,0,3,3,3
44935,0,20,20,20
44936,0,9,9,9
44937,0,3,24,24
44938,0,26,26,26
44939,0,20,22,22
44940,0,20,25,20
44941,0,5,5,5
44942,0,16,16,16
44943,0,19,19,19
44944,0,18,8,1
44945,0,19,19,19
44946,0,19,19,19
44947,0,19,19,19
44948,0,1,20,20
44949,0,15,15,15
44950,0,16,16,16
44951,0,6,6,6
44952,0,21,21,21
44953,0,22,22,22
44954,0,16,16,16
44955,0,19,19,19
44956,0,19,19,19
44957,0,22,22,22
44958,0,19,19,19
44959,0,19,19,19
44960,0,15,15,15
44961,0,26,26,26
44962,0,13,13,13
44963,0,7,7,7
44964,0,19,19,19
44965,0,20,20,20
44966,0,19,19,19
44967,0,19,19,19
44968,0,10,10,10
44969,0,21,21,21
44970,0,6,6,6
44971,0,22,22,22
44972,0,26,26,26
44973,0,9,9,9
44974,0,5,5,5
44975,0,19,19,19
44976,0,3,3,20
44977,0,8,11,8
44978,0,8,8,8
44979,0,15,15,15
44980,0,19,19,19
44981,0,0,0,0
44982,0,26,26,26
44983,0,19,19,19
44984,0,3,3,3
44985,0,22,22,22
44986,0,20,20,20
44987,0,22,14,22
44988,0,16,16,16
44989,0,19,19,19
44990,0,19,19,19
44991,0,19,19,19
44992,0,19,19,19
44993,0,3,0,0
44994,0,15,15,15
44995,0,19,19,19
44996,0,27,27,27
44997,0,17,17,17
44998,0,19,19,19
44999,0,6,6,6
45000,0,15,15,15
45001,0,19,19,19
45002,0,19,19,19
45003,0,6,6,6
45004,0,24,24,24
45005,0,5,5,5
45006,0,24,24,24
45007,0,24,24,24
45008,0,26,26,15
45009,0,19,19,19
45010,0,19,19,26
45011,0,8,8,8
45012,0,13,24,24
45013,0,18,18,18
45014,0,16,16,16
45015,0,16,16,16
45016,0,19,11,19
45017,0,6,22,22
45018,0,16,16,16
45019,0,26,26,26
45020,0,19,24,24
45021,0,6,6,6
45022,0,19,19,19
45023,0,3,3,3
45024,0,15,15,15
45025,0,16,16,16
45026,0,9,9,9
45027,0,22,22,22
45028,0,18,18,18
45029,0,19,19,19
45030,0,22,22,22
45031,0,19,19,19
45032,0,19,19,19
45033,0,6,6,6
45034,0,19,19,19
45035,0,19,19,19
45036,0,8,8,8
45037,0,15,15,15
45038,0,3,3,3
45039,0,8,8,8
45040,0,22,22,22
45041,0,17,17,17
45042,0,19,19,19
45043,0,19,19,19
45044,0,3,24,24
45045,0,19,19,19
45046,0,19,19,19
45047,0,19,19,19
45048,0,26,26,26
45049,0,16,16,16
45050,0,17,17,17
45051,0,8,8,8
45052,0,19,19,19
45053,0,19,19,19
45054,0,19,19,19
45055,0,19,19,6
45056,0,19,19,19
45057,0,26,26,26
45058,0,19,19,19
45059,0,19,19,19
45060,0,18,18,18
45061,0,18,18,18
45062,0,11,19,19
45063,0,26,0,0
45064,0,16,16,16
45065,0,8,8,8
45066,0,15,15,15
45067,0,22,22,22
45068,0,19,19,19
45069,0,19,19,19
45070,0,27,27,27
45071,0,19,19,19
45072,0,26,26,26
45073,0,15,15,15
45074,0,19,19,19
45075,0,19,19,19
45076,0,27,27,27
45077,0,16,16,16
45078,0,24,24,24
45079,0,1,3,3
45080,0,20,20,20
45081,0,13,13,13
45082,0,8,8,8
45083,0,26,26,26
45084,0,19,19,19
45085,0,6,6,6
45086,0,6,6,6
45087,0,5,5,5
45088,0,26,26,26
45089,0,16,16,16
45090,0,27,27,27
45091,0,20,20,20
45092,0,19,19,19
45093,0,19,19,19
45094,0,18,18,18
45095,0,19,19,19
45096,0,19,6,6
45097,0,17,19,8
45098,0,3,3,3
45099,0,19,19,19
45100,0,19,19,19
45101,0,5,5,5
45102,0,19,19,19
45103,0,19,19,19
45104,0,19,19,22
45105,0,19,19,19
45106,0,8,8,8
45107,0,26,26,26
45108,0,16,16,16
45109,0,19,19,19
45110,0,3,3,3
45111,0,12,12,12
45112,0,19,19,19
45113,0,19,19,19
45114,0,18,18,18
45115,0,6,6,6
45116,0,16,16,16
45117,0,14,14,14
45118,0,6,6,6
45119,0,19,19,19
45120,0,8,8,8
45121,0,15,15,15
45122,0,20,20,20
45123,0,20,20,20
45124,0,19,19,19
45125,0,6,6,6
45126,0,19,19,19
45127,0,3,3,3
45128,0,19,19,19
45129,0,18,18,18
45130,0,25,25,25
45131,0,19,19,19
45132,0,19,19,19
45133,0,19,19,19
45134,0,1,5,3
45135,0,3,3,3
45136,0,3,3,19
45137,0,18,18,18
45138,0,16,16,16
45139,0,3,3,3
45140,0,24,24,24
45141,0,19,19,19
45142,0,6,6,6
45143,0,4,4,4
45144,0,26,26,26
45145,0,24,24,24
45146,0,26,26,26
45147,0,11,11,11
45148,0,14,14,14
45149,0,22,14,14
45150,0,19,19,19
45151,0,14,14,14
45152,0,11,11,11
45153,0,26,26,26
45154,0,18,18,18
45155,0,26,26,26
45156,0,19,19,19
45157,0,19,19,19
45158,0,19,19,19
45159,0,19,19,19
45160,0,19,19,19
45161,0,24,24,24
45162,0,1,1,1
45163,0,26,26,26
45164,0,19,19,19
45165,0,1,1,1
45166,0,18,18,18
45167,0,24,24,24
45168,0,3,3,3
45169,0,8,8,8
45170,0,2,2,2
45171,0,15,15,15
45172,0,3,3,3
45173,0,26,26,26
45174,0,14,22,22
45175,0,26,26,26
45176,0,6,15,15
45177,0,19,19,19
45178,0,19,19,19
45179,0,12,12,12
45180,0,19,19,19
45181,0,25,25,25
45182,0,26,26,26
45183,0,24,24,24
45184,0,13,13,13
45185,0,3,3,3
45186,0,3,20,14
45187,0,19,19,19
45188,0,18,18,18
45189,0,26,26,26
45190,0,20,20,20
45191,0,18,18,18
45192,0,26,26,26
45193,0,26,26,26
45194,0,19,19,19
45195,0,22,22,22
45196,0,13,13,13
45197,0,13,13,13
45198,0,19,5,5
45199,0,26,26,26
45200,0,19,19,19
45201,0,19,19,19
45202,0,19,19,19
45203,0,8,8,8
45204,0,23,23,23
45205,0,18,18,18
45206,0,19,19,19
45207,0,20,20,20
45208,0,2,14,2
45209,0,24,24,24
45210,0,9,26,26
45211,0,19,19,19
45212,0,16,16,16
45213,0,0,0,0
45214,0,14,14,14
45215,0,19,19,19
45216,0,19,19,19
45217,0,19,19,19
45218,0,19,19,19
45219,0,19,19,19
45220,0,21,21,21
45221,0,19,19,19
45222,0,19,19,19
45223,0,26,26,26
45224,0,26,26,26
45225,0,8,8,8
45226,0,26,26,26
45227,0,6,6,6
45228,0,19,19,19
45229,0,19,19,19
45230,0,6,6,6
45231,0,19,19,19
45232,0,8,19,19
45233,0,19,19,19
45234,0,25,19,19
45235,0,19,19,19
45236,0,20,20,20
45237,0,19,19,19
45238,0,26,26,26
45239,0,6,6,6
45240,0,26,26,26
45241,0,3,3,3
45242,0,6,6,6
45243,0,15,15,15
45244,0,8,8,8
45245,0,19,19,19
45246,0,13,13,13
45247,0,19,19,19
45248,0,19,19,19
45249,0,14,14,14
45250,0,6,26,6
45251,0,19,19,19
45252,0,19,19,19
45253,0,5,5,5
45254,0,25,25,25
45255,0,16,16,16
45256,0,24,24,24
45257,0,19,3,19
45258,0,19,19,19
45259,0,3,3,3
45260,0,19,19,19
45261,0,26,26,26
45262,0,19,19,19
45263,0,20,20,20
45264,0,8,8,8
45265,0,19,19,19
45266,0,6,6,6
45267,0,16,16,16
45268,0,19,19,19
45269,0,22,22,22
45270,0,26,26,26
45271,0,14,14,14
45272,0,16,16,16
45273,0,26,26,26
45274,0,15,15,15
45275,0,19,19,19
45276,0,26,26,26
45277,0,19,19,19
45278,0,19,19,19
45279,0,26,26,26
45280,0,16,16,16
45281,0,26,26,26
45282,0,26,26,26
45283,0,6,6,6
45284,0,9,9,9
45285,0,6,6,6
45286,0,3,3,3
45287,0,3,3,3
45288,0,3,3,3
45289,0,8,8,8
45290,0,8,8,8
45291,0,15,25,25
45292,0,25,25,25
45293,0,19,19,19
45294,0,19,19,19
45295,0,25,25,25
45296,0,6,6,6
45297,0,6,6,19
45298,0,26,26,26
45299,0,26,26,26
45300,0,16,16,16
45301,0,19,19,19
45302,0,14,14,14
45303,0,22,22,22
45304,0,20,20,6
45305,0,16,16,16
45306,0,22,22,22
45307,0,19,19,19
45308,0,20,20,20
45309,0,26,26,26
45310,0,14,3,14
45311,0,14,14,14
45312,0,22,22,22
45313,0,5,5,5
45314,0,8,8,8
45315,0,19,19,19
45316,0,8,8,8
45317,0,19,19,19
45318,0,3,3,3
45319,0,20,20,20
45320,0,19,19,19
45321,0,16,16,16
45322,0,16,16,16
45323,0,16,16,16
45324,0,20,20,20
45325,0,19,19,19
45326,0,26,26,26
45327,0,19,19,19
45328,0,22,3,3
45329,0,20,20,20
45330,0,19,19,19
45331,0,5,5,5
45332,0,19,19,19
45333,0,11,11,11
45334,0,2,2,2
45335,0,26,26,26
45336,0,19,19,19
45337,0,19,19,19
45338,0,19,19,11
45339,0,19,19,19
45340,0,19,19,19
45341,0,26,26,26
45342,0,12,12,12
45343,0,19,19,19
45344,0,19,19,19
45345,0,19,19,19
45346,0,19,19,19
45347,0,4,4,4
45348,0,22,22,22
45349,0,2,2,2
45350,0,22,22,22
45351,0,10,12,18
45352,0,19,19,19
45353,0,19,3,19
45354,0,11,22,22
45355,0,24,24,24
45356,0,14,19,19
45357,0,19,19,19
45358,0,19,19,19
45359,0,19,19,19
45360,0,13,24,13
45361,0,26,26,26
45362,0,26,26,26
45363,0,26,26,26
45364,0,26,26,26
45365,0,19,19,19
45366,0,3,3,3
45367,0,11,19,19
45368,0,19,19,19
45369,0,26,26,26
45370,0,19,19,19
45371,0,22,22,22
45372,0,20,20,20
45373,0,22,22,22
45374,0,19,19,15
45375,0,9,9,9
45376,0,26,26,26
45377,0,22,22,22
45378,0,19,19,19
45379,0,9,9,9
45380,0,20,20,20
45381,0,14,14,14
45382,0,24,24,24
45383,0,22,22,22
45384,0,26,26,26
45385,0,23,23,23
45386,0,19,19,19
45387,0,19,19,19
45388,0,5,5,5
45389,0,24,24,24
45390,0,3,3,3
45391,0,19,19,19
45392,0,19,19,19
45393,0,11,11,11
45394,0,13,13,13
45395,0,24,24,24
45396,0,19,19,19
45397,0,19,19,19
45398,0,15,15,6
45399,0,26,26,26
45400,0,27,27,27
45401,0,19,19,19
45402,0,19,19,19
45403,0,0,0,0
45404,0,19,19,19
45405,0,19,19,19
45406,0,24,13,13
45407,0,22,22,22
45408,0,9,9,9
45409,0,1,1,1
45410,0,3,3,3
45411,0,15,15,15
45412,0,16,16,16
45413,0,6,6,6
45414,0,4,4,4
45415,0,19,19,19
45416,0,19,19,19
45417,0,19,19,19
45418,0,20,20,20
45419,0,19,19,19
45420,0,20,20,20
45421,0,19,19,19
45422,0,3,3,3
45423,0,16,16,16
45424,0,15,15,15
45425,0,19,19,19
45426,0,20,20,20
45427,0,2,2,2
45428,0,11,11,11
45429,0,26,26,26
45430,0,22,13,14
45431,0,10,25,10
45432,0,19,3,3
45433,0,8,8,8
45434,0,19,22,22
45435,0,19,19,19
45436,0,19,19,19
45437,0,16,16,16
45438,0,19,19,19
45439,0,19,19,19
45440,0,19,19,19
45441,0,19,19,19
45442,0,19,25,19
45443,0,22,22,22
45444,0,1,1,1
45445,0,19,19,19
45446,0,6,20,20
45447,0,26,26,26
45448,0,19,19,19
45449,0,25,25,25
45450,0,19,19,19
45451,0,20,20,20
45452,0,6,6,6
45453,0,3,3,3
45454,0,19,19,19
45455,0,26,26,26
45456,0,3,3,3
45457,0,22,19,19
45458,0,0,0,0
45459,0,15,15,15
45460,0,26,26,26
45461,0,25,25,25
45462,0,19,19,19
45463,0,23,23,23
45464,0,19,19,19
45465,0,19,19,19
45466,0,26,26,26
45467,0,22,22,22
45468,0,3,19,3
45469,0,19,19,19
45470,0,26,26,26
45471,0,26,26,26
45472,0,14,14,14
45473,0,15,15,15
45474,0,19,19,19
45475,0,15,15,15
45476,0,16,16,16
45477,0,19,19,19
45478,0,26,26,26
45479,0,16,16,16
45480,0,18,18,20
45481,0,19,19,19
45482,0,5,5,5
45483,0,15,15,15
45484,0,3,3,3
45485,0,19,19,19
45486,0,18,18,18
45487,0,19,19,19
45488,0,19,19,19
45489,0,19,11,11
45490,0,19,19,19
45491,0,26,26,26
45492,0,19,19,19
45493,0,23,23,23
45494,0,26,26,26
45495,0,19,19,19
45496,0,19,5,20
45497,0,22,22,22
45498,0,19,14,19
45499,0,7,7,7
45500,0,19,19,19
45501,0,14,11,14
45502,0,26,26,26
45503,0,19,19,19
45504,0,19,19,19
45505,0,14,14,14
45506,0,19,19,19
45507,0,20,20,20
45508,0,6,6,6
45509,0,19,19,19
45510,0,10,24,24
45511,0,11,11,11
45512,0,12,12,12
45513,0,19,19,19
45514,0,20,20,20
45515,0,8,8,19
45516,0,19,19,19
45517,0,19,19,19
45518,0,11,11,11
45519,0,6,6,6
45520,0,19,19,19
45521,0,24,24,24
45522,0,20,20,20
45523,0,19,19,19
45524,0,24,24,24
45525,0,19,19,19
45526,0,26,26,26
45527,0,19,3,3
45528,0,5,19,19
45529,0,6,6,6
45530,0,19,19,19
45531,0,24,7,24
45532,0,19,14,19
45533,0,20,20,20
45534,0,15,15,15
45535,0,5,19,5
45536,0,6,6,6
45537,0,19,19,19
45538,0,19,19,19
45539,0,6,6,6
45540,0,11,11,11
45541,0,16,16,16
45542,0,6,6,6
45543,0,20,20,20
45544,0,16,16,16
45545,0,19,19,19
45546,0,19,27,27
45547,0,22,22,22
45548,0,18,18,18
45549,0,19,19,19
45550,0,18,18,18
45551,0,1,1,1
45552,0,19,19,19
45553,0,19,19,19
45554,0,26,26,26
45555,0,19,19,19
45556,0,0,0,0
45557,0,19,19,19
45558,0,19,18,18
45559,0,19,19,19
45560,0,22,22,22
45561,0,12,12,12
45562,0,8,8,8
45563,0,9,9,1
45564,0,20,20,20
45565,0,8,8,8
45566,0,1,1,1
45567,0,19,19,19
45568,0,18,18,18
45569,0,16,16,16
45570,0,19,19,19
45571,0,19,19,19
45572,0,9,9,9
45573,0,26,26,26
45574,0,24,24,24
45575,0,19,19,19
45576,0,19,19,19
45577,0,19,19,19
45578,0,19,19,19
45579,0,8,8,8
45580,0,19,19,19
45581,0,19,19,19
45582,0,26,26,26
45583,0,16,16,16
45584,0,9,9,9
45585,0,14,14,14
45586,0,16,16,16
45587,0,19,19,19
45588,0,6,6,6
45589,0,19,19,19
45590,0,19,19,19
45591,0,19,19,19
45592,0,18,18,18
45593,0,13,13,13
45594,0,20,20,20
45595,0,16,16,16
45596,0,16,16,16
45597,0,16,16,16
45598,0,16,16,16
45599,0,26,3,3
45600,0,20,5,5
45601,0,19,19,19
45602,0,19,19,19
45603,0,11,14,14
45604,0,19,19,19
45605,0,6,6,20
45606,0,3,20,24
45607,0,26,26,26
45608,0,16,16,16
45609,0,19,19,8
45610,0,19,19,19
45611,0,19,19,19
45612,0,19,19,19
45613,0,6,6,6
45614,0,19,19,19
45615,0,6,6,6
45616,0,20,5,20
45617,0,26,26,26
45618,0,6,6,6
45619,0,19,19,19
45620,0,19,19,19
45621,0,17,17,17
45622,0,3,3,3
45623,0,11,11,11
45624,0,16,16,16
45625,0,19,19,22
45626,0,22,22,22
45627,0,19,19,19
45628,0,14,14,14
45629,0,19,19,19
45630,0,24,24,24
45631,0,26,26,26
45632,0,19,19,19
45633,0,18,18,18
45634,0,27,27,27
45635,0,20,20,20
45636,0,19,19,19
45637,0,19,19,19
45638,0,6,6,6
45639,0,19,19,19
45640,0,19,19,19
45641,0,19,19,19
45642,0,19,19,19
45643,0,26,26,26
45644,0,19,19,19
45645,0,16,16,16
45646,0,16,16,16
45647,0,22,22,22
45648,0,19,19,19
45649,0,19,19,19
45650,0,16,16,16
45651,0,19,19,19
45652,0,14,14,14
45653,0,26,26,26
45654,0,6,6,6
45655,0,19,19,19
45656,0,8,8,8
45657,0,24,6,6
45658,0,8,8,8
45659,0,19,19,19
45660,0,8,8,8
45661,0,8,8,8
45662,0,19,19,19
45663,0,6,6,6
45664,0,3,3,3
45665,0,20,20,20
45666,0,9,9,9
45667,0,26,26,26
45668,0,26,26,26
45669,0,19,19,19
45670,0,19,19,6
45671,0,20,20,20
45672,0,18,18,18
45673,0,26,26,26
45674,0,8,8,8
45675,0,24,11,11
45676,0,18,18,20
45677,0,19,19,19
45678,0,27,27,4
45679,0,20,20,20
45680,0,19,19,19
45681,0,16,16,16
45682,0,8,8,8
45683,0,19,19,19
45684,0,3,3,3
45685,0,16,16,16
45686,0,19,19,19
45687,0,11,8,11
45688,0,19,19,19
45689,0,14,14,14
45690,0,20,20,20
45691,0,26,26,26
45692,0,9,26,26
45693,0,13,13,13
45694,0,19,19,19
45695,0,19,19,19
45696,0,22,22,22
45697,0,19,19,19
45698,0,24,24,24
45699,0,5,5,5
45700,0,19,19,19
45701,0,6,6,6
45702,0,6,6,6
45703,0,19,19,19
45704,0,13,13,13
45705,0,19,19,19
45706,0,13,19,19
45707,0,19,19,19
45708,0,16,16,16
45709,0,19,19,19
45710,0,19,19,19
45711,0,19,19,19
45712,0,9,9,9
45713,0,6,6,6
45714,0,5,5,5
45715,0,19,19,19
45716,0,3,26,6
45717,0,19,19,19
45718,0,26,26,26
45719,0,26,26,26
45720,0,19,19,19
45721,0,24,24,24
45722,0,16,16,16
45723,0,19,19,19
45724,0,19,19,19
45725,0,19,19,19
45726,0,15,15,15
45727,0,16,16,16
45728,0,20,15,20
45729,0,19,19,19
45730,0,19,19,19
45731,0,22,22,22
45732,0,22,22,22
45733,0,16,16,16
45734,0,19,19,19
45735,0,16,16,16
45736,0,19,19,19
45737,0,19,19,19
45738,0,9,9,9
45739,0,11,11,11
45740,0,11,11,11
45741,0,13,13,13
45742,0,14,14,14
45743,0,22,22,22
45744,0,19,19,19
45745,0,16,16,16
45746,0,16,16,16
45747,0,16,16,16
45748,0,19,19,19
45749,0,24,24,24
45750,0,19,19,19
45751,0,3,3,3
45752,0,14,14,14
45753,0,20,20,20
45754,0,16,16,16
45755,0,19,19,19
45756,0,16,16,16
45757,0,14,14,14
45758,0,22,22,22
45759,0,14,14,14
45760,0,19,19,19
45761,0,16,16,16
45762,0,16,16,16
45763,0,14,14,14
45764,0,19,19,19
45765,0,24,24,24
45766,0,11,11,11
45767,0,19,19,19
45768,0,25,10,10
45769,0,6,22,22
45770,0,27,27,27
45771,0,14,14,14
45772,0,5,5,5
45773,0,20,20,20
45774,0,19,19,19
45775,0,19,19,19
45776,0,26,26,26
45777,0,3,3,3
45778,0,19,19,19
45779,0,13,13,13
45780,0,19,19,19
45781,0,19,19,19
45782,0,19,19,19
45783,0,11,11,11
45784,0,16,16,16
45785,0,11,11,11
45786,0,8,8,8
45787,0,26,26,26
45788,0,20,20,20
45789,0,22,22,22
45790,0,3,6,26
45791,0,11,11,11
45792,0,19,19,19
45793,0,19,19,19
45794,0,22,19,22
45795,0,27,27,27
45796,0,19,19,19
45797,0,26,26,26
45798,0,20,20,20
45799,0,16,16,16
45800,0,26,26,26
45801,0,1,1,1
45802,0,3,3,3
45803,0,16,16,16
45804,0,19,19,19
45805,0,19,19,19
45806,0,19,19,19
45807,0,19,19,19
45808,0,19,19,19
45809,0,20,20,20
45810,0,14,14,14
45811,0,18,18,18
45812,0,8,8,8
45813,0,6,6,6
45814,0,26,26,26
45815,0,23,23,23
45816,0,18,18,18
45817,0,11,11,11
45818,0,19,19,19
45819,0,24,24,24
45820,0,20,20,20
45821,0,22,19,6
45822,0,24,24,24
45823,0,14,14,14
45824,0,19,3,5
45825,0,3,3,3
45826,0,19,19,19
45827,0,19,19,19
45828,0,18,18,18
45829,0,8,8,8
45830,0,3,3,3
45831,0,6,6,6
45832,0,26,26,26
45833,0,19,19,19
45834,0,5,5,5
45835,0,9,9,9
45836,0,21,21,21
45837,0,19,19,19
45838,0,27,27,27
45839,0,19,19,19
45840,0,8,8,8
45841,0,19,19,19
45842,0,19,19,19
45843,0,19,19,19
45844,0,19,19,19
45845,0,24,24,13
45846,0,5,5,5
45847,0,19,19,19
45848,0,19,19,19
45849,0,19,19,19
45850,0,16,16,16
45851,0,19,19,19
45852,0,11,11,11
45853,0,20,20,20
45854,0,26,26,26
45855,0,25,25,25
45856,0,19,19,19
45857,0,26,26,26
45858,0,20,20,6
45859,0,5,5,5
45860,0,6,6,6
45861,0,9,9,9
45862,0,19,19,19
45863,0,26,26,26
45864,0,19,19,19
45865,0,17,17,19
45866,0,19,19,19
45867,0,27,27,27
45868,0,19,19,19
45869,0,19,19,19
45870,0,26,26,26
45871,0,8,8,8
45872,0,9,9,9
45873,0,19,19,19
45874,0,19,19,19
45875,0,4,4,4
45876,0,19,19,19
45877,0,15,15,15
45878,0,26,26,26
45879,0,20,20,20
45880,0,14,14,14
45881,0,25,25,25
45882,0,16,16,16
45883,0,19,19,19
45884,0,16,16,16
45885,0,16,16,16
45886,0,19,19,19
45887,0,6,6,6
45888,0,19,19,19
45889,0,19,19,19
45890,0,19,19,19
45891,0,19,19,19
45892,0,16,16,16
45893,0,19,19,19
45894,0,9,10,3
45895,0,16,16,16
45896,0,3,3,3
45897,0,27,27,27
45898,0,24,24,24
45899,0,19,19,19
45900,0,19,19,19
45901,0,26,26,26
45902,0,22,22,22
45903,0,19,19,19
45904,0,19,19,19
45905,0,19,19,19
45906,0,26,26,26
45907,0,22,3,3
45908,0,8,8,8
45909,0,19,22,19
45910,0,19,19,19
45911,0,18,18,18
45912,0,3,3,3
45913,0,19,19,19
45914,0,25,25,25
45915,0,19,19,19
45916,0,11,11,19
45917,0,17,17,11
45918,0,20,20,20
45919,0,26,26,26
45920,0,26,26,26
45921,0,16,16,16
45922,0,19,19,26
45923,0,12,12,12
45924,0,22,22,22
45925,0,8,8,8
45926,0,19,19,19
45927,0,19,19,19
45928,0,19,19,19
45929,0,3,3,19
45930,0,26,26,26
45931,0,8,8,8
45932,0,19,19,19
45933,0,19,19,19
45934,0,19,19,19
45935,0,24,24,24
45936,0,20,5,5
45937,0,15,15,15
45938,0,19,19,19
45939,0,26,26,26
45940,0,16,16,16
45941,0,19,19,19
45942,0,13,13,13
45943,0,11,11,11
45944,0,6,6,6
45945,0,26,26,26
45946,0,22,22,22
45947,0,19,19,19
45948,0,17,17,17
45949,0,13,13,13
45950,0,11,19,11
45951,0,3,3,3
45952,0,6,6,6
45953,0,19,19,19
45954,0,15,15,15
45955,0,26,26,26
45956,0,14,14,14
45957,0,16,16,16
45958,0,8,8,8
45959,0,26,26,26
45960,0,3,3,3
45961,0,12,12,12
45962,0,3,2,3
45963,0,19,19,19
45964,0,26,26,26
45965,0,22,22,22
45966,0,20,20,15
45967,0,19,3,3
45968,0,26,26,26
45969,0,26,26,26
45970,0,16,16,16
45971,0,3,3,3
45972,0,20,20,19
45973,0,14,14,14
45974,0,19,19,19
45975,0,19,19,19
45976,0,3,3,3
45977,0,3,3,3
45978,0,26,26,26
45979,0,22,22,22
45980,0,26,26,26
45981,0,26,26,26
45982,0,9,9,9
45983,0,26,26,26
45984,0,3,3,3
45985,0,4,4,4
45986,0,19,19,5
45987,0,26,26,26
45988,0,3,3,3
45989,0,19,19,19
45990,0,18,18,18
45991,0,19,19,19
45992,0,19,19,19
45993,0,11,19,11
45994,0,20,6,20
45995,0,18,20,18
45996,0,19,19,19
45997,0,14,14,14
45998,0,20,20,20
45999,0,19,19,19
46000,0,19,19,19
46001,0,19,19,19
46002,0,22,22,22
46003,0,19,19,19
46004,0,19,22,19
46005,0,6,6,6
46006,0,11,11,11
46007,0,19,19,19
46008,0,20,20,18
46009,0,6,6,6
46010,0,20,20,20
46011,0,6,6,6
46012,0,16,16,16
46013,0,18,18,18
46014,0,27,27,27
46015,0,5,5,5
46016,0,6,6,6
46017,0,0,19,19
46018,0,19,19,19
46019,0,24,24,24
46020,0,19,19,19
46021,0,26,26,26
46022,0,23,23,23
46023,0,3,3,3
46024,0,15,15,15
46025,0,19,19,19
46026,0,19,19,19
46027,0,9,19,19
46028,0,15,15,15
46029,0,19,19,19
46030,0,22,22,22
46031,0,25,25,25
46032,0,19,19,19
46033,0,9,9,9
46034,0,8,8,8
46035,0,19,19,19
46036,0,19,19,19
46037,0,20,20,20
46038,0,6,6,6
46039,0,14,14,14
46040,0,16,16,16
46041,0,19,19,11
46042,0,22,22,22
46043,0,15,15,15
46044,0,24,24,24
46045,0,8,8,8
46046,0,19,19,19
46047,0,19,19,19
46048,0,13,13,13
46049,0,26,3,26
46050,0,14,14,14
46051,0,8,8,8
46052,0,19,19,19
46053,0,19,19,19
46054,0,8,8,8
46055,0,5,5,5
46056,0,20,20,20
46057,0,13,13,13
46058,0,19,19,19
46059,0,19,19,19
46060,0,6,6,20
46061,0,16,16,16
46062,0,14,14,14
46063,0,19,19,19
46064,0,3,3,3
46065,0,26,26,26
